NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
קבועה (שבט),1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,0,699,10001911,2017,Kabbu'a
קבוצת יבנה,334,QEVUZAT YAVNE,4,44,441,29,143,1,991,1,1,,1941,330,3,1735763590,49,456,10001821,2017,Qevuzat Yavne
קדומים,3557,QEDUMIM,7,73,,99,145,1,4481,4.5,4.5,,1977,190,,2152868054,417,710,10003262,2017,Qedumim
קדימה-צורן,195,QADIMA-ZORAN,4,41,411,99,141,1,21987,22,21.6,,1933,160,,1926468743,51,457,15000060,2017,Qadima- Zoran 
קדמה,392,QEDMA,6,61,611,35,,1,141,0.1,0.1,,1946,340,,1787462323,100,632,10001821,2017,Qedma
קדמת צבי,4025,QIDMAT ZEVI,2,29,293,71,,1,423,0.4,0.4,,1985,310,7,2655777064,476,219,10004579,2017,Qidmat Zevi
קדר,3781,QEDAR,7,76,,76,445,1,1590,1.6,1.6,,1985,370,9,2294162889,456,714,10003314,2017,Qedar
קדרון,615,QIDRON,4,44,441,28,143,1,1594,1.6,1.6,,1949,310,1,1808063592,52,456,15002488,2017,Qidron
קדרים,1211,QADDARIM,2,22,221,1,,1,231,0.2,0.2,,1980,330,15,2447075593,107,253,10004552,2017,Qaddarim
קודייראת א-צאנע (שבט),964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,10001937,2017,Kudayrat as-Sani'
קוואעין (שבט),972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,10001937,2017,Kawa'in
קוממיות,766,QOMEMIYYUT,6,61,611,34,,1,537,0.5,0.5,,1950,310,19,1745361889,70,631,10001813,2017,Qomemiyyut
קורנית,1179,QORANIT,2,24,241,56,241,1,916,0.9,0.9,,1982,370,10,2239274992,452,205,10004513,2017,Qoranit
קטורה,1052,QETURA,6,62,625,53,,1,476,0.5,0.4,,1970,330,15,2056243123,113,608,10001955,2017,Qetura
קיסריה,1167,QESARYYA,3,32,324,15,,1,5127,5.1,4.9,,1977,180,,1916171254,21,303,10004261,2017,Qesaryya
קלחים,414,QELAHIM,6,62,621,42,,1,638,0.6,0.6,,1954,310,10,1694059538,170,651,10001930,2017,Qelahim
קליה,3601,QALYA,7,75,,74,,1,399,0.4,0.4,,1968,330,15,2443462865,-361,713,10003314,2017,Qalya
קלנסווה,638,QALANSAWE,4,41,412,0,141,2,22370,,,22.3,,260,,1980468829,37,458,10002155,2017,Qalansawe
קלע,4024,QELA,2,29,292,71,,1,277,0.3,0.3,,1984,370,9,2648178199,671,219,10004579,2017,Qela
קציר                ,1243,QAZIR               ,3,32,323,14,,1,2885,2.9,2.6,,1982,190,,2099971023,324,351,10004233,2017,Qazir
קצר א-סר,1347,QASR A-SIR,6,62,623,68,,2,1724,,,1.7,,450,,1982455466,537,624,10001918,2017,Qasr A-Sir
קצרין,4100,QAZRIN,2,29,293,99,,1,7127,7,5.8,,1977,180,,2646576650,339,220,10004579,2017,Qazrin
קריית אונו,2620,QIRYAT ONO,5,52,512,0,122,1,39398,39.4,38.4,,1939,160,,1866466309,61,508,10001516,2017,Qiryat Ono
קריית ארבע,3611,QIRYAT ARBA,7,77,,99,,1,7339,7.3,7.2,,1972,180,,2112660481,913,709,10003228,2017,Qiryat Arba
קריית אתא,6800,QIRYAT ATTA,3,31,311,0,222,1,57518,57.4,53.1,,1925,150,,2104674551,37,305,10004207,2017,Qiryat Atta
קריית ביאליק,9500,QIRYAT BIALIK,3,31,311,0,221,1,39582,39.5,36.3,,1934,160,,2087274931,12,352,10004207,2017,Qiryat Bialik
קריית גת,2630,QIRYAT GAT,6,61,612,0,,1,53487,53.4,50.2,,1954,150,,1777861298,128,606,10001813,2017,Qiryat Gat
קריית חינוך מרחבים*,1768, ,6,62,622,42,,,,,,,,520,,1617958047,,651,10001893,2017,
קריית טבעון,2300,QIRYAT TIV'ON,3,31,311,99,222,1,17717,17.6,17.3,,1937,170,,2121573567,120,306,10004207,2017,Qiryat Tiv'on
קריית ים,9600,QIRYAT YAM,3,31,311,0,221,1,39710,39.6,33.9,,1941,160,,2070575044,6,352,10004207,2017,Qiryat Yam
קריית יערים,1137,QIRYAT YE'ARIM,1,11,111,99,444,1,4840,4.8,4.8,,1975,190,,2097463458,711,152,10002475,2017,Qiryat Ye'arim
קריית יערים (מוסד),2039,QIRYAT YE'ARIM(INSTITUTE),1,11,111,26,444,1,305,0.3,0.3,,1952,340,,2099663543,716,151,10002475,2017,Qiryat Ye'arim(Institute)
קריית מוצקין,8200,QIRYAT MOTZKIN,3,31,311,0,221,1,41440,41.4,37.6,,1934,160,,2077874900,9,352,10004207,2017,Qiryat Motzkin
קריית מלאכי,1034,QIRYAT MAL'AKHI,6,61,611,0,143,1,22337,22.3,21.9,,1951,160,,1759862672,62,617,10001821,2017,Qiryat Mal'akhi
קריית נטפים,3746,QIRYAT NETAFIM,7,73,,72,145,1,929,0.9,0.9,,1983,370,2,2107066931,429,710,10003262,2017,Qiryat Netafim
קריית ענבים,78,QIRYAT ANAVIM,1,11,111,26,444,1,459,0.5,0.4,,1920,330,15,2114063531,677,151,10002475,2017,Qiryat Anavim
קריית עקרון,469,QIRYAT EQRON,4,44,441,99,133,1,10909,10.8,10.5,,1948,170,,1833664101,55,453,10002241,2017,Qiryat Eqron
קריית שלמה,412,QIRYAT SHELOMO,4,41,411,19,141,1,302,0.3,0.2,,1945,340,,1871368234,28,401,15000060,2017,Qiryat Shelomo
קריית שמונה,2800,QIRYAT SHEMONA,2,21,211,0,,1,22844,22,20.4,,1950,160,,2538579075,207,217,10004591,2017,Qiryat Shemona
קרית חינוך עזתה,1766, ,6,62,621,39,,,,,,,,520,,1612659335,,651,10001930,2017,
קרית תעופה,1746, ,4,43,432,25,142,,,,,,,520,,1918565510,,424,10002168,2017,
קרני שומרון,3640,QARNE SHOMERON,7,73,,99,145,1,7369,7.4,7.1,,1978,180,,2088767522,317,717,10003262,2017,Qarne Shomeron
קשת,4006,QESHET,2,29,292,71,,1,819,0.8,0.8,,1974,320,2,2759276515,701,219,10004579,2017,Qeshet
ראמה,543,RAME,2,24,242,99,,2,7580,,,7.6,,280,,2346676039,383,260,10004465,2017,Rame
ראס אל-עין,1334,RAS AL-EIN,2,24,242,56,,2,362,,,0.4,,450,,2351775772,221,205,10004465,2017,Ras Al-Ein
ראס עלי,990,RAS ALI,3,31,311,12,222,2,596,,,0.6,,450,,2147974196,63,301,10004207,2017,Ras Ali
ראש העין,2640,ROSH HAAYIN,4,42,422,0,142,1,50453,50.4,49.6,,1950,150,,1961666688,81,418,10002168,2017,Rosh HaAyin
ראש פינה,26,ROSH PINNA,2,21,213,99,,1,3061,3,3,,1882,190,,2510676379,308,259,10004540,2017,Rosh Pinna
ראש צורים,3602,ROSH ZURIM,7,76,,76,445,1,934,0.9,0.9,,1969,330,3,2119361950,918,714,15000586,2017,Rosh Zurim
ראשון לציון,8300,RISHON LEZIYYON,4,44,442,0,133,1,249860,249.7,229.3,,1882,130,,1812465293,41,413,10002207,2017,Rishon LeZiyyon
רבבה,3795,REVAVA,7,72,,72,145,1,2389,2.4,2.4,,1991,190,,2123066950,433,710,10003262,2017,Revava
רבדים,564,REVADIM,6,61,611,35,,1,702,0.7,0.7,,1948,330,15,1826563130,79,632,10001821,2017,Revadim
רביבים,354,REVIVIM,6,62,626,48,,1,1076,1.1,1,,1943,330,15,1734455040,283,620,10001918,2017,Revivim 
רביד,1225,RAVID,2,22,222,6,,1,92,0.1,0.1,,1981,330,15,2437875070,165,251,10004552,2017,Ravid
רגבה,390,REGBA,2,24,245,4,241,1,1085,1.1,1.1,,1946,320,15,2096576475,18,201,10004302,2017,Regba
רגבים,444,REGAVIM,3,32,323,14,,1,449,0.4,0.4,,1948,330,15,2034971443,100,351,10004233,2017,Regavim
רהט,1161,RAHAT,6,62,623,0,341,2,66791,,,66.7,,250,,1766158894,222,618,10001946,2017,Rahat
רווחה,2051,REWAHA,6,61,612,34,,1,558,0.6,0.6,,1953,310,2,1747761753,84,631,10001813,2017,Rewaha
רוויה,2016,REWAYA,2,23,231,7,,1,434,0.4,0.4,,1952,310,2,2447470611,-106,202,10004568,2017,Rewaya
רוח מדבר,1341,RUAH MIDBAR,6,62,626,48,,,,,,,,510,,1744654349,329,620,10001918,2017,Ruah Midbar
רוחמה,362,RUHAMA,6,61,614,37,,1,643,0.6,0.6,,1944,330,15,1720360070,166,651,10001829,2017,Ruhama
רומאנה,539,RUMMANE,2,25,237,65,,2,1182,,,1.2,,450,,2294374367,166,251,15002369,2017,Rummane
רומת הייב,997,RUMAT HEIB,2,25,237,65,,2,1979,,,2,,450,,2288174260,193,251,15002369,2017,Rumat Heib
רועי,3619,RO'I,7,75,,75,,1,168,0.2,0.2,,1976,310,10,2463068380,26,712,10003262,2017,Ro'i
רותם,3782,ROTEM,7,75,,75,,1,207,0.2,0.2,,1983,370,,2490869373,-36,712,10003262,2017,Rotem
רחוב,854,REHOV,2,23,231,7,,1,399,0.4,0.4,,1951,310,2,2462270634,-123,202,10004568,2017,Rehov
רחובות,8400,REHOVOT,4,44,441,0,133,1,138379,138,130.7,,1890,140,,1819364438,51,414,10002241,2017,Rehovot
רחלים,3822,REHELIM,7,72,,72,,1,747,0.7,0.7,,2013,370,11,2244166767,529,710,10003262,2017,Rehelim
ריחאנייה,540,REIHANIYYE,2,21,212,2,,2,1199,,,1.2,,450,,2458877273,674,209,10004528,2017,Reihaniyye
ריחן,3568,REHAN,7,71,,72,,1,265,0.3,0.3,,1977,320,6,2129770830,375,710,10003262,2017,Rehan 
ריינה,542,REINE,2,25,237,99,,2,18702,,,18.7,,270,,2295273627,318,257,10004426,2017,Reine
רימונים,3565,RIMMONIM,7,74,,73,445,1,675,0.7,0.6,,1977,370,10,2323664896,669,711,10003299,2017,Rimmonim 
רינתיה,616,RINNATYA,4,42,422,25,142,1,1179,1.2,1.2,,1949,310,1,1933766126,62,424,10002116,2017,Rinnatya
רכסים,922,REKHASIM,3,31,311,99,222,1,11838,11.8,11.8,,1957,170,,2097773970,97,355,10004207,2017,Rekhasim 
רם-און,1069,RAM-ON,2,23,234,8,,1,981,1,1,,1960,310,1,2246471474,79,204,10000911,2017,Ram-On 
רמות,4702,RAMOT,2,29,293,71,,1,543,0.5,0.5,,1970,310,1,2627175073,-10,219,10004579,2017,Ramot
רמות השבים,206,RAMOT HASHAVIM,4,42,421,20,131,1,1705,1.7,1.7,,1933,350,,1892967483,61,417,10002133,2017,Ramot HaShavim
רמות מאיר,735,RAMOT ME'IR,4,43,432,30,143,1,748,0.7,0.7,,1949,310,1,1865064238,82,426,10002241,2017,Ramot Me'ir
רמות מנשה,445,RAMOT MENASHE,2,23,236,13,,1,1145,1.1,1.1,,1948,330,15,2057172257,180,254,10000911,2017,Ramot Menashe
רמות נפתלי,372,RAMOT NAFTALI,2,21,212,55,,1,557,0.6,0.5,,1945,310,1,2520277853,436,253,10004591,2017,Ramot Naftali
רמלה,8500,RAMLA,4,43,432,0,133,4,75668,58,54.4,17.6,1948,150,,1875264837,76,415,10002228,2017,Ramla 
רמת גן,8600,RAMAT GAN,5,52,512,0,122,1,156277,155.9,146.9,,1921,140,,1835466402,37,506,10001533,2017,Ramat Gan 
רמת דוד,135,RAMAT DAWID,2,23,234,9,,1,494,0.5,0.5,,1926,330,15,2192473153,67,254,10004411,2017,Ramat Dawid
רמת הכובש,184,RAMAT HAKOVESH,4,42,421,20,141,1,1082,1.1,1,,1932,330,15,1943768047,61,417,10002133,2017,Ramat HaKovesh
רמת השופט,335,RAMAT HASHOFET,2,23,236,13,,1,1049,1,1,,1941,330,15,2091072404,240,254,10000911,2017,Ramat HaShofet
רמת השרון,2650,RAMAT HASHARON,5,51,511,0,121,1,46019,46,45.3,,1923,160,,1851967183,39,553,10001605,2017,Ramat HaSharon
רמת יוחנן,178,RAMAT YOHANAN,3,31,311,12,222,1,969,1,0.9,,1932,330,15,2117574431,49,301,10004207,2017,Ramat Yohanan
רמת ישי,122,RAMAT YISHAY,2,23,235,99,242,1,7697,7.7,7.6,,1925,180,,2158173426,93,257,10004411,2017,Ramat Yishay
"רמת כוכב מ""א 7",1828,,2,23,233,7,,,,,,,,530,,2497072050,,,,2017,
"רמת כוכב מ""א 8",1829,,2,23,233,8,,,,,,,,530,,2427072230,,,,2017,
"רמת כוכב מ""א 9",1830,,2,23,233,9,,,,,,,,530,,2362072710,,,,2017,
"רמת כוכב של""ש",1831,,2,23,233,,,,,,,,,530,,0,,,,2017,
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,29,294,71,,1,634,0.6,0.6,,1968,320,2,2759575016,429,219,10004579,2017,Ramat Magshimim
"רמת מנשה מ""א 13",1837,,2,23,236,13,,,,,,,,530,,2093072110,,,,2017,
"רמת מנשה של""ש",1838,,2,23,236,,,,,,,,,530,,0,,,,2017,
רמת צבי,339,RAMAT ZEVI,2,23,233,8,,1,659,0.7,0.6,,1942,310,1,2391772189,54,204,10000911,2017,Ramat Zevi
רמת רזיאל,460,RAMAT RAZI'EL,1,11,111,26,444,1,644,0.6,0.6,,1948,310,9,2070263124,717,151,15000597,2017,Ramat Razi'el
רמת רחל,127,RAMAT RAHEL,1,11,111,26,444,1,519,0.5,0.5,,1926,330,15,2207962740,777,151,15000705,2017,Ramat Rahel
רנן,789,RANNEN,6,62,622,42,344,1,661,0.7,0.7,,1950,310,1,1620758303,105,651,10001893,2017,Rannen
רעים,713,RE'IM,6,62,622,38,,1,416,0.4,0.4,,1949,330,15,1485858842,49,651,10001893,2017,Re'im
רעננה,8700,RA'ANNANA,4,42,421,0,131,1,72810,72.7,71,,1921,150,,1879267695,48,416,10002133,2017,Ra'annana
רקפת,1228,RAQQEFET,2,24,241,56,241,1,1012,1,1,,1981,370,1,2250575116,312,205,10004513,2017,Raqqefet
רשפון,247,RISHPON,4,41,411,19,141,1,1463,1.5,1.4,,1936,310,1,1836167861,25,401,10001605,2017,Rishpon
רשפים,437,RESHAFIM,2,23,231,7,,1,969,1,1,,1948,330,15,2450770974,-115,202,10004568,2017,Reshafim
רתמים,1260,RETAMIM,6,62,626,48,,1,480,0.5,0.5,,1983,320,15,1703055150,260,620,10001918,2017,Retamim
שאר ישוב,324,SHE'AR YASHUV,2,21,211,55,,1,665,0.7,0.6,,1940,310,6,2606879240,129,253,10004591,2017,She'ar Yashuv
שבי דרום,1377,SHAVE DAROM,6,62,621,42,,,,,,,,510,,1653759720,,651,10001930,2017,Shave Darom
שבי ציון,282,SHAVE ZIYYON,2,24,245,4,241,1,1083,1.1,1.1,,1938,320,10,2081476512,7,201,10004302,2017,Shave Ziyyon
שבי שומרון,3571,SHAVE SHOMERON,7,72,,72,,1,900,0.9,0.9,,1977,370,11,2176368555,337,710,10003262,2017,Shave Shomeron
שבלי - אום אל-גנם,913,SHIBLI-UMM AL-GHANAM,2,23,237,99,,2,5896,,,5.9,,280,,2380073276,178,251,10000911,2017,Shibli-Umm Al-Ghanam
שגב-שלום,1286,SEGEV-SHALOM,6,62,623,99,342,2,9897,,,9.9,,280,,1846556744,315,652,10001937,2017,Segev-Shalom
שדה אילן,721,SEDE ILAN,2,22,222,3,,1,574,0.6,0.6,,1949,310,2,2399773940,196,206,10004552,2017,Sede Ilan
שדה אליהו,304,SEDE ELIYYAHU,2,23,231,7,,1,659,0.7,0.7,,1939,330,3,2485370519,-193,202,10004568,2017,Sede Eliyyahu
שדה אליעזר,861,SEDE ELI'EZER,2,21,211,55,,1,818,0.8,0.8,,1952,310,6,2530877233,155,253,10004540,2017,Sede Eli'ezer
שדה בוקר,885,SEDE BOQER,6,62,626,48,,1,432,0.4,0.4,,1952,330,15,1801553146,474,620,10001918,2017,Sede Boqer
שדה דוד,36,SEDE DAWID,6,61,612,50,,1,508,0.5,0.5,,1955,310,6,1700060943,92,634,10001813,2017,Sede Dawid
שדה ורבורג,284,SEDE WARBURG,4,42,421,20,141,1,1489,1.5,1.5,,1938,310,10,1910467936,49,417,10002133,2017,Sede Warburg
שדה יואב,293,SEDE YO'AV,6,61,611,35,,1,462,0.5,0.4,,1956,330,15,1694461708,98,632,10001813,2017,Sede Yo'av
שדה יעקב,142,SEDE YA'AQOV,2,23,235,9,,1,1100,1.1,1.1,,1927,310,2,2135273371,64,254,10004411,2017,Sede Ya'aqov
שדה יצחק,2008,SEDE YIZHAQ,3,32,324,14,,1,667,0.7,0.6,,1952,310,1,1996070126,31,351,15002436,2017,Sede Yizhaq
שדה משה,18,SEDE MOSHE,6,61,612,50,,1,765,0.8,0.8,,1956,310,1,1812461328,140,634,10001813,2017,Sede Moshe
שדה נחום,259,SEDE NAHUM,2,23,231,7,,1,681,0.7,0.7,,1937,330,15,2454871481,-82,202,10004568,2017,Sede Nahum
שדה נחמיה,329,SEDE NEHEMYA,2,21,211,1,,1,1215,1.2,1.2,,1940,330,15,2585578807,77,253,10004591,2017,Sede Nehemya
שדה ניצן,1058,SEDE NIZZAN,6,62,622,38,,1,337,0.3,0.3,,1973,310,1,1446557122,135,651,10001893,2017,Sede Nizzan
שדה עוזיהו,739,SEDE UZZIYYAHU,6,61,611,33,143,1,1528,1.5,1.5,,1950,310,6,1695562943,30,616,10001821,2017,Sede Uzziyyahu
שדה צבי,2049,SEDE ZEVI,6,62,621,42,,1,652,0.7,0.6,,1953,310,10,1726759530,202,651,10001930,2017,Sede Zevi
שדות ים,327,SEDOT YAM,3,32,324,15,,1,1032,1,1,,1940,330,15,1901471092,9,303,10004261,2017,Sedot Yam
שדות מיכה,27,SEDOT MIKHA,1,11,112,26,,1,398,0.4,0.4,,1955,310,1,1925462543,219,151,15000597,2017,Sedot Mikha
שדי אברהם,1223,SEDE AVRAHAM,6,62,622,38,,1,357,0.4,0.4,,1981,310,1,1367156924,86,651,10001893,2017,Sede Avraham
שדי חמד,2015,SEDE HEMED,4,42,421,20,142,1,1006,1,1,,1952,310,1,1948167404,35,417,10002133,2017,Sede Hemed
שדי תרומות,2057,SEDE TERUMOT,2,23,231,7,,1,449,0.4,0.4,,1951,310,2,2459270520,-133,202,10004568,2017,Sede Terumot
שדמה,555,SHEDEMA,4,44,441,32,143,1,622,0.6,0.6,,1954,310,10,1756163778,48,456,15002488,2017,Shedema
שדמות דבורה,306,SHADMOT DEVORA,2,22,222,3,,1,703,0.7,0.7,,1939,310,1,2411773355,145,206,10004552,2017,Shadmot Devora
שדמות מחולה,3578,SHADMOT MEHOLA,7,75,,75,,1,652,0.7,0.7,,1979,320,2,2504469484,-195,712,10003262,2017,Shadmot Mehola
שדרות,1031,SEDEROT,6,61,614,0,,1,25138,25,23.6,,1951,160,,1614960412,89,611,10001829,2017,Sederot
שואבה,741,SHO'EVA,1,11,111,26,444,1,625,0.6,0.6,,1950,310,10,2074863395,618,151,15000597,2017,Sho'eva
שובה,761,SHUVA,6,62,621,39,,1,667,0.7,0.7,,1950,310,2,1566959571,107,651,10001930,2017,Shuva
שובל,394,SHOVAL,6,62,621,41,341,1,754,0.8,0.7,,1946,330,15,1756759141,207,625,10001946,2017,Shoval
שוהם,1304,SHOHAM,4,43,432,99,142,1,20928,20.9,20.8,,1993,160,,1949265611,96,421,10002168,2017,Shoham 
שומרה,614,SHOMERA,2,24,244,52,,1,344,0.3,0.3,,1949,310,1,2268677643,548,255,10004302,2017,Shomera
שומרייה,1265,SHOMERIYYA,6,62,623,41,341,1,720,0.7,0.7,,1984,330,15,1889659340,380,625,10001937,2017,Shomeriyya
שוקדה,415,SHOQEDA,6,62,621,39,,1,512,0.5,0.5,,1957,310,2,1548259242,76,651,10001930,2017,Shoqeda
שורש,456,SHORESH,1,11,111,26,444,1,1243,1.2,1.2,,1948,320,6,2062863383,680,151,15000597,2017,Shoresh
שורשים,1235,SHORASHIM,2,24,242,56,241,1,491,0.5,0.5,,1985,320,1,2245475533,134,205,10004513,2017,Shorashim
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,41,411,16,141,1,501,0.5,0.5,,1951,350,,1867569564,19,409,10002089,2017,Shoshannat HaAmaqim
שזור,527,SHEZOR,2,24,242,2,,1,322,0.3,0.3,,1953,310,1,2333275981,280,209,10004465,2017,Shezor
שחר,7,SHAHAR,6,61,612,50,,1,848,0.8,0.8,,1955,310,1,1739861424,100,634,10001813,2017,Shahar
שחרות,1266,SHAHARUT,6,62,627,53,,1,135,0.1,0.1,,1985,370,13,1996642396,537,608,10001955,2017,Shaharut
שיבולים,865,SHIBBOLIM,6,62,621,39,,1,329,0.3,0.3,,1952,310,2,1626858946,128,651,10001930,2017,Shibbolim 
שיטים,1267,SHITTIM,6,62,627,53,,,,,,,,510,,2013045424,286,608,10001955,2017,Shittim
שייח' דנון,658,SHEIKH DANNUN,2,24,243,4,,2,2798,,,2.8,,290,,2141776648,84,201,10004302,2017,Sheikh Dannun
שילה,3641,SHILO,7,74,,73,,1,3988,4,4,,1979,190,,2286166224,719,711,10003299,2017,Shilo
שילת,1165,SHILAT,4,43,431,25,142,1,739,0.7,0.7,,1977,310,6,2020064728,265,424,10002277,2017,Shilat
שכניה,1160,SHEKHANYA,2,24,241,56,241,1,796,0.8,0.8,,1980,370,10,2234375043,444,205,10004513,2017,Shekhanya
שלווה,873,SHALWA,6,61,612,34,,1,456,0.5,0.4,,1952,310,2,1779360802,164,631,10001813,2017,Shalwa
שלווה במדבר,1373,SHALVA BAMIDBAR,6,62,626,48,,,,,,,,510,,1746152689,507,620,10001918,2017,Shalva Bamidbar                                   
שלוחות,439,SHELUHOT,2,23,231,7,,1,464,0.5,0.5,,1948,330,3,2454070861,-116,202,10004568,2017,Sheluhot
שלומי,812,SHELOMI,2,24,245,99,,1,6188,6.1,5.7,,1950,180,,2142377562,73,255,10004302,2017,Shelomi
שלומית,1364,SHLOMIT,6,62,622,38,,1,261,0.3,0.3,,2011,370,11,1337756441,97,651,10001893,2017,Shlomit                                           
שלומציון,1793, ,7,75,,75,,,,,,,,520,,2467566743,,712,10003262,2017,
שמיר,366,SHAMIR,2,21,211,1,,1,905,0.9,0.9,,1944,330,15,2619478579,191,253,10004591,2017,Shamir
שמעה,3784,SHIM'A,7,77,,78,,1,649,0.6,0.6,,1985,370,11,2012258844,612,715,10003228,2017,Shim'a
שמרת,432,SHAMERAT,2,24,246,4,241,1,513,0.5,0.5,,1948,330,15,2092076183,17,201,10004315,2017,Shamerat
שמשית,1337,SHIMSHIT,2,23,237,9,242,1,2562,2.6,2.5,,2000,190,,2234173758,222,254,10004426,2017,Shimshit
שני,1287,SHANI,6,62,623,,,1,540,0.5,0.5,,1989,370,11,2066558490,693,699,10001937,2017,Shani
שניר,1132,SENIR,2,21,211,1,,1,545,0.5,0.5,,1967,330,15,2635679412,308,253,10004591,2017,Senir
שעב,538,SHA'AB,2,24,241,99,241,2,6800,,,6.8,,280,,2226375498,51,263,15002411,2017,Sha'ab
שעל,4009,SHA'AL,2,29,292,71,,1,255,0.3,0.2,,1976,310,9,2674078025,783,219,10004579,2017,Sha'al
שעלבים,856,SHA'ALVIM,4,43,431,30,143,1,1793,1.8,1.8,,1951,330,8,1984964193,190,426,10002277,2017,Sha'alvim 
שער אפרים,661,SHA'AR EFRAYIM,4,41,412,18,141,1,1858,1.9,1.8,,1953,310,1,1999268840,42,412,10002155,2017,Sha'ar Efrayim
שער הגולן,264,SHA'AR HAGOLAN,2,22,221,6,,1,552,0.6,0.5,,1937,330,15,2569373258,-195,214,10004552,2017,Sha'ar HaGolan 
שער העמקים,237,SHA'AR HAAMAQIM,3,31,311,12,222,1,711,0.7,0.7,,1935,330,15,2108373650,59,301,10004207,2017,Sha'ar HaAmaqim
שער מנשה,921,SHA'AR MENASHE,3,32,324,14,,1,586,0.5,0.5,,1949,340,,2016170594,38,351,15002436,2017,Sha'ar Menashe
שערי תקווה,3720,SHA'ARE TIQWA,7,73,,72,145,1,5921,5.9,5.8,,1983,180,,2026666995,177,710,10003262,2017,Sha'are Tiqwa
שפיים,232,SHEFAYIM,4,41,411,19,141,1,1266,1.3,1.2,,1935,330,15,1835968047,41,401,15000060,2017,Shefayim
שפיר,692,SHAFIR,6,61,611,34,,1,893,0.9,0.9,,1949,310,2,1743562283,58,631,10001821,2017,Shafir
"שפלת יהודה מ""א 26",1803,,1,11,112,26,,,,,,,,530,,1939062680,,,,2017,
"שפלת יהודה של""ש",1804,,1,11,112,,,,,,,,,530,,0,,,,2017,
שפר,846,SHEFER,2,21,212,2,,1,386,0.4,0.4,,1950,310,1,2411276098,591,209,10004528,2017,Shefer
שפרעם,8800,SHEFAR'AM,2,24,241,0,241,2,41024,,,40.9,,260,,2164074572,137,261,10004497,2017,Shefar'am
שקד,3649,SHAQED,7,71,,72,,1,936,0.9,0.9,,1981,370,9,2160970880,405,710,10003262,2017,Shaqed
שקף,1233,SHEQEF,6,61,612,50,,1,426,0.4,0.4,,1982,310,9,1939560256,418,634,10001813,2017,Sheqef
שרונה,292,SHARONA,2,22,222,3,,1,572,0.6,0.6,,1938,310,1,2440173687,253,206,10004552,2017,Sharona
שריגים (לי-און),1114,SARIGIM (LI-ON),1,11,112,26,444,1,1076,1.1,1.1,,1960,350,,1939062060,308,151,15000597,2017,Sarigim (Li-On)
שריד,126,SARID,2,23,234,9,,1,863,0.9,0.8,,1926,330,15,2214672985,88,254,10004411,2017,Sarid
שרשרת,398,SHARSHERET,6,62,621,39,,1,296,0.3,0.3,,1951,310,2,1622559044,142,651,10001930,2017,Sharsheret
שתולה,1045,SHETULA,2,24,244,52,,1,280,0.3,0.3,,1969,310,1,2297077667,652,255,10004302,2017,Shetula
שתולים,763,SHETULIM,6,61,611,33,143,1,2002,2,2,,1950,191,,1701163134,30,616,10001821,2017,Shetulim
תאשור,2062,TE'ASHUR,6,62,621,41,344,1,429,0.4,0.4,,1953,310,1,1660658680,141,625,10001893,2017,Te'ashur
תדהר,2061,TIDHAR,6,62,621,41,344,1,615,0.6,0.6,,1953,310,1,1647458760,115,625,10001893,2017,Tidhar
תובל,1172,TUVAL,2,24,243,56,,1,315,0.3,0.3,,1980,330,15,2232875940,528,205,15002358,2017,Tuval
תומר,3558,TOMER,7,75,,75,,1,266,0.3,0.3,,1978,310,1,2416065841,-243,712,10003262,2017,Tomer
תושייה,1083,TUSHIYYA,6,62,621,39,,1,1005,1,1,,1958,350,,1563759372,107,651,10001930,2017,Tushiyya
תימורים,163,TIMMORIM,6,61,611,33,143,1,791,0.8,0.8,,1954,320,6,1771962485,77,616,10001821,2017,Timmorim
תירוש,10,TIROSH,1,11,112,26,,1,502,0.5,0.5,,1955,310,2,1892862872,149,151,15000597,2017,Tirosh
תל אביב -יפו,5000,TEL AVIV - YAFO,5,51,511,0,110,4,443939,424.2,401.5,19.7,1909,130,,1802766486,17,507,10001579,2017,Tel Aviv - Yafo
תל חי (מכללה),1707, ,2,21,211,1,,,,,,,,520,,2546279314,,253,10004591,2017,
תל יוסף,84,TEL YOSEF,2,23,232,8,,1,550,0.5,0.5,,1921,330,15,2377871801,-10,204,10000911,2017,Tel Yosef
תל יצחק,287,TEL YIZHAQ,4,41,411,19,141,1,1029,1,0.9,,1938,330,6,1877468441,30,401,15000060,2017,Tel Yizhaq
תל מונד,154,TEL MOND,4,41,411,99,141,1,12605,12.6,12.5,,1929,170,,1924068439,46,457,15000060,2017,Tel Mond
תל עדשים,103,TEL ADASHIM,2,23,234,9,,1,1483,1.5,1.4,,1923,310,1,2286472908,98,254,10000911,2017,Tel Adashim 
